label,PVALB
2,0.3484265773150956
4,0.3282123677870052
5,0.41031228255231234
6,0.7010830948868915
7,0.7946790366480178
8,0.5674207670535785
9,0.7434073151390983
10,0.9301645653096845
11,0.5690668255204497
12,0.7020644673512909
13,0.07280184013879498
14,0.17884701930397948
