label,CALB1
2,0.8208799888073776
4,0.7794148330174766
5,0.3533294043600828
6,0.6416600534305735
7,0.4383809871900239
8,0.5967153597659581
9,0.5551394139949645
10,0.23361459202767054
11,0.27819901872883
12,0.6429027099913853
13,0.37273211613823765
14,0.8526431075328239
